法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和六年法律第八号,令和六年三月三十日,令和八年四月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20260401_506AC0000000008,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和八年四月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20260401_507AC0000000013,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和六年法律第八号,令和六年三月三十日,令和八年五月二十一日,公益信託に関する法律（令和六年法律第三十号）の施行の日,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20260521_506AC0000000008,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和八年五月二十一日,公益信託に関する法律（令和六年法律第三十号）の施行の日,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20260521_507AC0000000013,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和八年十一月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20261101_507AC0000000013,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和五年法律第三号,令和五年三月三十一日,令和九年一月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20270101_505AC0000000003,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和六年法律第八号,令和六年三月三十日,令和九年一月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20270101_506AC0000000008,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九年一月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20270101_507AC0000000013,○
法律,昭和三十二年法律第二十六号,租税特別措置法,そぜいとくべつそちほう,,昭和三十二年三月三十一日,所得税法等の一部を改正する法律,平成三十一年法律第六号,平成三十一年三月二十九日,令和十六年四月一日,,332AC0000000026,https://laws.e-gov.go.jp/law/332AC0000000026/20340401_431AC0000000006,○
法律,昭和三十二年法律第三十七号,とん税法,とんぜいほう,,昭和三十二年三月三十一日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,332AC0000000037,https://laws.e-gov.go.jp/law/332AC0000000037/20250601_504AC0000000068,
法律,昭和三十二年法律第三十八号,特別とん税法,とくべつとんぜいほう,,昭和三十二年三月三十一日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,332AC0000000038,https://laws.e-gov.go.jp/law/332AC0000000038/20250601_504AC0000000068,
法律,昭和三十二年法律第五十五号,揮発油税法,きはつゆぜいほう,,昭和三十二年四月六日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律　抄,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,332AC0000000055,https://laws.e-gov.go.jp/law/332AC0000000055/20250601_504AC0000000068,
法律,昭和三十二年法律第五十五号,揮発油税法,きはつゆぜいほう,,昭和三十二年四月六日,事業性融資の推進等に関する法律,令和六年法律第五十二号,令和六年六月十四日,令和八年十二月十三日,公布の日から起算して二年六月を超えない範囲内において政令で定める日,332AC0000000055,https://laws.e-gov.go.jp/law/332AC0000000055/20261213_506AC0000000052,○
法律,昭和三十二年法律第五十五号,揮発油税法,きはつゆぜいほう,,昭和三十二年四月六日,所得税法等の一部を改正する法律,平成三十一年法律第六号,平成三十一年三月二十九日,令和十六年四月一日,,332AC0000000055,https://laws.e-gov.go.jp/law/332AC0000000055/20340401_431AC0000000006,○
法律,昭和三十二年法律第九十四号,滞納処分と強制執行等との手続の調整に関する法律,たいのうしょぶんときょうせいしっこうとうとのてつづきのちょうせいにかんするほうりつ,,昭和三十二年五月二日,民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律,令和五年法律第五十三号,令和五年六月十四日,令和五年六月十四日,,332AC0000000094,https://laws.e-gov.go.jp/law/332AC0000000094/20230614_505AC0000000053,
法律,昭和三十二年法律第九十四号,滞納処分と強制執行等との手続の調整に関する法律,たいのうしょぶんときょうせいしっこうとうとのてつづきのちょうせいにかんするほうりつ,,昭和三十二年五月二日,民事関係手続等における情報通信技術の活用等の推進を図るための関係法律の整備に関する法律,令和五年法律第五十三号,令和五年六月十四日,令和十年六月十三日,公布の日から起算して五年を超えない範囲内において政令で定める日,332AC0000000094,https://laws.e-gov.go.jp/law/332AC0000000094/20280613_505AC0000000053,○
政令,昭和三十二年政令第四十三号,租税特別措置法施行令,そぜいとくべつそちほうしこうれい,,昭和三十二年三月三十一日,租税特別措置法施行令の一部を改正する政令,令和七年政令第百二十七号,令和七年三月三十一日,令和七年五月一日,,332CO0000000043,https://laws.e-gov.go.jp/law/332CO0000000043/20250501_507CO0000000127,
政令,昭和三十二年政令第四十三号,租税特別措置法施行令,そぜいとくべつそちほうしこうれい,,昭和三十二年三月三十一日,障害者の日常生活及び社会生活を総合的に支援するための法律等の一部を改正する法律の一部の施行に伴う関係政令の整備及び経過措置に関する政令,令和七年政令第八十五号,令和七年三月二十六日,令和七年十月一日,,332CO0000000043,https://laws.e-gov.go.jp/law/332CO0000000043/20251001_507CO0000000085,○
政令,昭和三十二年政令第四十三号,租税特別措置法施行令,そぜいとくべつそちほうしこうれい,,昭和三十二年三月三十一日,租税特別措置法施行令の一部を改正する政令,令和七年政令第百二十七号,令和七年三月三十一日,令和七年十一月二十八日,資源循環の促進のための再資源化事業等の高度化に関する法律（令和六年法律第四十一号）の施行の日,332CO0000000043,https://laws.e-gov.go.jp/law/332CO0000000043/20251128_507CO0000000127,○
政令,昭和三十二年政令第四十三号,租税特別措置法施行令,そぜいとくべつそちほうしこうれい,,昭和三十二年三月三十一日,租税特別措置法施行令の一部を改正する政令,令和七年政令第百二十七号,令和七年三月三十一日,令和七年十二月一日,,332CO0000000043,https://laws.e-gov.go.jp/law/332CO0000000043/20251201_507CO0000000127,○
政令,昭和三十二年政令第四十三号,租税特別措置法施行令,そぜいとくべつそちほうしこうれい,,昭和三十二年三月三十一日,租税特別措置法施行令の一部を改正する政令,令和七年政令第百二十七号,令和七年三月三十一日,令和七年十二月十七日,,332CO0000000043,https://laws.e-gov.go.jp/law/332CO0000000043/20251217_507CO0000000127,○
